time_min,carbon_tax,inlet_temp,u1_flow,u1_outlet,u2_flow,u2_outlet,baseline_opex,optimized_opex,savings
1.0,40.0,25.0,8.0,100.48,5.0,119.35,4831.97,4499.69,332.28
2.0,40.0,25.0,7.98,100.85,5.05,118.88,4822.72,4493.51,329.21
3.0,40.0,25.0,7.93,101.08,5.14,118.57,4815.01,4485.81,329.2
4.0,40.0,25.0,7.88,101.19,5.26,118.38,4808.59,4477.81,330.77
5.0,40.0,25.0,7.82,101.18,5.39,118.29,4803.23,4470.73,332.51
6.0,40.0,25.0,7.76,101.08,5.52,118.28,4798.77,4465.95,332.82
7.0,40.0,25.0,7.71,100.9,5.66,118.31,4795.06,4464.39,330.66
8.0,40.0,25.0,7.66,100.69,5.8,118.38,4791.96,4467.18,324.78
9.0,40.0,25.0,7.63,100.45,5.92,118.48,4789.38,4474.25,315.13
10.0,40.0,25.0,7.61,100.22,6.05,118.59,4787.23,4485.69,301.54
11.0,40.0,25.0,7.59,100.01,6.16,118.72,4785.43,4500.92,284.52
12.0,40.0,25.0,7.59,99.83,6.26,118.85,4783.94,4519.04,264.9
13.0,40.0,25.0,7.6,99.69,6.35,119.0,4782.69,4539.24,243.46
14.0,40.0,25.0,7.62,99.61,6.43,119.15,4781.66,4560.24,221.42
15.0,40.0,25.0,7.64,99.56,6.5,119.31,4780.79,4580.66,200.14
16.0,40.0,25.0,7.66,99.57,6.56,119.47,4780.07,4599.68,180.39
17.0,40.0,25.0,7.68,99.6,6.6,119.63,4779.47,4616.01,163.46
18.0,40.0,25.0,7.7,99.67,6.63,119.79,4778.97,4629.27,149.71
19.0,40.0,25.0,7.72,99.74,6.65,119.94,4778.55,4638.65,139.9
20.0,40.0,25.0,7.73,99.83,6.65,120.07,4778.21,4644.4,133.81
21.0,40.0,25.0,7.74,99.92,6.64,120.2,4777.92,4646.4,131.51
22.0,40.0,25.0,7.74,100.0,6.63,120.3,4777.68,4644.76,132.91
23.0,40.0,25.0,7.74,100.06,6.6,120.38,4777.48,4640.15,137.32
24.0,40.0,25.0,7.74,100.11,6.57,120.44,4777.31,4633.32,143.98
25.0,40.0,25.0,7.73,100.14,6.54,120.48,4777.17,4624.78,152.38
26.0,40.0,25.0,7.73,100.16,6.5,120.49,4777.05,4615.24,161.81
27.0,40.0,25.0,7.72,100.16,6.46,120.47,4776.95,4605.29,171.67
28.0,40.0,25.0,7.71,100.15,6.42,120.44,4776.87,4595.74,181.13
29.0,40.0,25.0,7.7,100.12,6.39,120.4,4776.81,4586.92,189.88
30.0,40.0,25.0,7.7,100.09,6.36,120.34,4776.75,4579.38,197.37
31.0,40.0,25.0,7.69,100.06,6.33,120.27,4776.7,4573.31,203.39
32.0,40.0,25.0,7.69,100.03,6.31,120.2,4776.66,4568.83,207.83
33.0,40.0,25.0,7.69,100.0,6.29,120.12,4776.63,4565.91,210.73
34.0,40.0,25.0,7.69,99.98,6.28,120.06,4776.61,4564.64,211.96
35.0,40.0,25.0,7.69,99.96,6.28,120.0,4776.58,4564.54,212.04
36.0,40.0,25.0,7.69,99.95,6.28,119.94,4776.56,4565.6,210.96
37.0,40.0,25.0,7.69,99.94,6.28,119.9,4776.55,4567.59,208.96
38.0,40.0,25.0,7.7,99.94,6.29,119.87,4776.54,4570.26,206.28
39.0,40.0,25.0,7.7,99.95,6.3,119.85,4776.52,4573.25,203.27
40.0,40.0,25.0,7.7,99.96,6.31,119.84,4776.52,4576.24,200.28
41.0,40.0,25.0,7.7,99.97,6.33,119.84,4776.51,4579.09,197.42
42.0,40.0,25.0,7.71,99.98,6.34,119.85,4776.5,4581.71,194.8
43.0,40.0,25.0,7.71,99.99,6.35,119.86,4776.5,4583.96,192.53
44.0,40.0,25.0,7.71,100.0,6.36,119.88,4776.49,4585.87,190.62
45.0,40.0,25.0,7.71,100.01,6.37,119.91,4776.49,4587.31,189.18
46.0,40.0,25.0,7.71,100.01,6.38,119.93,4776.49,4588.16,188.33
47.0,40.0,25.0,7.71,100.02,6.38,119.95,4776.48,4588.77,187.71
48.0,40.0,25.0,7.71,100.02,6.39,119.97,4776.48,4588.93,187.55
49.0,40.0,25.0,7.7,100.02,6.39,119.99,4776.48,4588.85,187.63
50.0,40.0,25.0,7.7,100.02,6.39,120.01,4776.48,4588.53,187.94
51.0,40.0,25.0,7.7,100.01,6.39,120.02,4776.48,4587.98,188.5
52.0,40.0,25.0,7.7,100.01,6.39,120.03,4776.48,4587.53,188.95
53.0,40.0,25.0,7.7,100.01,6.39,120.04,4776.47,4586.96,189.52
54.0,40.0,25.0,7.7,100.0,6.38,120.04,4776.47,4586.26,190.22
55.0,40.0,25.0,7.7,100.0,6.38,120.04,4776.47,4585.78,190.69
56.0,40.0,25.0,7.7,100.0,6.38,120.04,4776.47,4585.3,191.17
57.0,40.0,25.0,7.7,100.0,6.37,120.03,4776.47,4584.82,191.65
58.0,40.0,25.0,7.7,99.99,6.37,120.03,4776.47,4584.46,192.01
59.0,40.0,25.0,7.7,99.99,6.37,120.02,4776.47,4584.31,192.16
60.0,40.0,25.0,7.7,99.99,6.37,120.02,4776.47,4584.29,192.18
61.0,40.0,25.0,7.7,99.99,6.37,120.01,4776.47,4584.25,192.22
62.0,40.0,25.0,7.7,100.0,6.36,120.01,4776.47,4584.34,192.13
63.0,40.0,25.0,7.7,100.0,6.36,120.01,4776.47,4584.19,192.28
64.0,40.0,25.0,7.7,100.0,6.36,120.0,4776.47,4584.05,192.42
65.0,40.0,25.0,7.7,100.0,6.36,120.0,4776.47,4584.04,192.43
66.0,40.0,25.0,7.7,100.0,6.36,120.0,4776.47,4584.03,192.44
67.0,40.0,25.0,7.7,100.0,6.36,120.0,4776.47,4584.03,192.44
68.0,40.0,25.0,7.7,100.0,6.36,119.99,4776.47,4584.02,192.45
69.0,40.0,25.0,7.7,100.0,6.36,119.99,4776.47,4584.14,192.33
70.0,40.0,25.0,7.7,100.0,6.36,119.99,4776.47,4584.27,192.2
71.0,40.0,25.0,7.7,100.0,6.37,119.99,4776.47,4584.39,192.08
72.0,40.0,25.0,7.7,100.0,6.37,119.99,4776.47,4584.51,191.96
73.0,40.0,25.0,7.7,100.0,6.37,120.0,4776.47,4584.64,191.83
74.0,40.0,25.0,7.7,100.0,6.37,120.0,4776.47,4584.64,191.83
75.0,40.0,25.0,7.7,100.0,6.37,120.0,4776.47,4584.64,191.83
76.0,40.0,25.0,7.7,100.0,6.37,120.0,4776.47,4584.63,191.84
77.0,40.0,25.0,7.7,100.0,6.37,120.0,4776.47,4584.63,191.84
78.0,40.0,25.0,7.7,100.0,6.37,120.0,4776.47,4584.63,191.84
79.0,40.0,25.0,7.7,100.0,6.37,120.0,4776.47,4584.63,191.84
80.0,40.0,25.0,7.7,100.0,6.37,120.0,4776.47,4584.63,191.84
81.0,40.0,25.0,7.7,100.0,6.37,120.0,4776.47,4584.63,191.84
82.0,40.0,25.0,7.7,100.0,6.37,120.0,4776.47,4584.63,191.84
83.0,40.0,25.0,7.7,100.0,6.37,120.0,4776.47,4584.63,191.84
84.0,40.0,25.0,7.7,100.0,6.37,120.0,4776.47,4584.63,191.84
85.0,40.0,25.0,7.7,100.0,6.37,120.0,4776.47,4584.63,191.84
86.0,40.0,25.0,7.7,100.0,6.37,120.0,4776.47,4584.63,191.84
87.0,40.0,25.0,7.7,100.0,6.37,120.0,4776.47,4584.63,191.84
88.0,40.0,25.0,7.7,100.0,6.37,120.0,4776.47,4584.63,191.84
89.0,40.0,25.0,7.7,100.0,6.37,120.0,4776.47,4584.63,191.84
90.0,40.0,25.0,7.7,100.0,6.37,120.0,4776.47,4584.63,191.84
91.0,40.0,25.0,7.7,100.0,6.37,120.0,4776.47,4584.63,191.84
92.0,40.0,25.0,7.7,100.0,6.37,120.0,4776.47,4584.63,191.84
93.0,40.0,25.0,7.7,100.0,6.37,120.0,4776.47,4584.63,191.84
94.0,40.0,25.0,7.7,100.0,6.37,120.0,4776.47,4584.63,191.84
95.0,40.0,25.0,7.7,100.0,6.37,120.0,4776.47,4584.63,191.84
96.0,40.0,25.0,7.7,100.0,6.37,120.0,4776.47,4584.63,191.84
97.0,40.0,25.0,7.7,100.0,6.37,120.0,4776.47,4584.63,191.84
98.0,40.0,25.0,7.7,100.0,6.37,120.0,4776.47,4584.63,191.84
99.0,40.0,25.0,7.7,100.0,6.37,120.0,4776.47,4584.63,191.84
100.0,40.0,25.0,7.7,100.0,6.37,120.0,4776.47,4584.63,191.84
101.0,40.0,25.0,7.7,100.0,6.37,120.0,4776.47,4584.63,191.84
102.0,40.0,25.0,7.7,100.0,6.37,120.0,4776.47,4584.63,191.84
103.0,40.0,25.0,7.7,100.0,6.37,120.0,4776.47,4584.63,191.84
104.0,40.0,25.0,7.7,100.0,6.37,120.0,4776.47,4584.63,191.84
105.0,40.0,25.0,7.7,100.0,6.37,120.0,4776.47,4584.63,191.84
106.0,40.0,25.0,7.7,100.0,6.37,120.0,4776.47,4584.63,191.84
107.0,40.0,25.0,7.7,100.0,6.37,120.0,4776.47,4584.63,191.84
108.0,40.0,25.0,7.7,100.0,6.37,120.0,4776.47,4584.63,191.84
109.0,40.0,25.0,7.7,100.0,6.37,120.0,4776.47,4584.63,191.84
110.0,40.0,25.0,7.7,100.0,6.37,120.0,4776.47,4584.63,191.84
111.0,40.0,25.0,7.7,100.0,6.37,120.0,4776.47,4584.63,191.84
112.0,40.0,25.0,7.7,100.0,6.37,120.0,4776.47,4584.63,191.84
113.0,40.0,25.0,7.7,100.0,6.37,120.0,4776.47,4584.63,191.84
114.0,40.0,25.0,7.7,100.0,6.37,120.0,4776.47,4584.63,191.84
115.0,40.0,25.0,7.7,100.0,6.37,120.0,4776.47,4584.63,191.84
116.0,40.0,25.0,7.7,100.0,6.37,120.0,4776.47,4584.63,191.84
117.0,40.0,25.0,7.7,100.0,6.37,120.0,4776.47,4584.63,191.84
118.0,40.0,25.0,7.7,100.0,6.37,120.0,4776.47,4584.63,191.84
119.0,40.0,25.0,7.7,100.0,6.37,120.0,4776.47,4584.63,191.84
120.0,40.0,25.0,7.7,100.0,6.37,120.0,4776.47,4584.63,191.84
121.0,40.0,25.0,7.7,100.0,6.37,120.0,4776.47,4584.63,191.84
122.0,40.0,25.0,7.7,100.0,6.37,120.0,4776.47,4584.63,191.84
123.0,40.0,25.0,7.7,100.0,6.37,120.0,4776.47,4584.63,191.84
124.0,40.0,25.0,7.7,100.0,6.37,120.0,4776.47,4584.63,191.84
125.0,40.0,25.0,7.7,100.0,6.37,120.0,4776.47,4584.63,191.84
126.0,40.0,25.0,7.7,100.0,6.37,120.0,4776.47,4584.63,191.84
127.0,40.0,25.0,7.7,100.0,6.37,120.0,4776.47,4584.63,191.84
128.0,40.0,25.0,7.7,100.0,6.37,120.0,4776.47,4584.63,191.84
129.0,40.0,25.0,7.7,100.0,6.37,120.0,4776.47,4584.63,191.84
130.0,40.0,25.0,7.7,100.0,6.37,120.0,4776.47,4584.63,191.84
131.0,40.0,25.0,7.7,100.0,6.37,120.0,4776.47,4584.63,191.84
132.0,40.0,25.0,7.7,100.0,6.37,120.0,4776.47,4584.63,191.84
133.0,40.0,25.0,7.7,100.0,6.37,120.0,4776.47,4584.63,191.84
134.0,40.0,25.0,7.7,100.0,6.37,120.0,4776.47,4584.63,191.84
135.0,40.0,25.0,7.7,100.0,6.37,120.0,4776.47,4584.63,191.84
136.0,40.0,25.0,7.7,100.0,6.37,120.0,4776.47,4584.63,191.84
137.0,40.0,25.0,7.7,100.0,6.37,120.0,4776.47,4584.63,191.84
138.0,40.0,25.0,7.7,100.0,6.37,120.0,4776.47,4584.63,191.84
139.0,40.0,25.0,7.7,100.0,6.37,120.0,4776.47,4584.63,191.84
140.0,40.0,25.0,7.7,100.0,6.37,120.0,4776.47,4584.63,191.84
141.0,40.0,25.0,7.7,100.0,6.37,120.0,4776.47,4584.63,191.84
142.0,40.0,25.0,7.7,100.0,6.37,120.0,4776.47,4584.63,191.84
143.0,40.0,25.0,7.7,100.0,6.37,120.0,4776.47,4584.63,191.84
144.0,40.0,25.0,7.7,100.0,6.37,120.0,4776.47,4584.63,191.84
145.0,40.0,25.0,7.7,100.0,6.37,120.0,4776.47,4584.63,191.84
146.0,40.0,25.0,7.7,100.0,6.37,120.0,4776.47,4584.63,191.84
147.0,40.0,25.0,7.7,100.0,6.37,120.0,4776.47,4584.63,191.84
148.0,40.0,25.0,7.7,100.0,6.37,120.0,4776.47,4584.63,191.84
149.0,40.0,25.0,7.7,100.0,6.37,120.0,4776.47,4584.63,191.84
150.0,40.0,25.0,7.7,100.0,6.37,120.0,4776.47,4584.63,191.84
151.0,40.0,25.0,7.7,100.0,6.37,120.0,4776.47,4584.63,191.84
152.0,40.0,25.0,7.7,100.0,6.37,120.0,4776.47,4584.63,191.84
153.0,40.0,25.0,7.7,100.0,6.37,120.0,4776.47,4584.63,191.84
154.0,40.0,25.0,7.7,100.0,6.37,120.0,4776.47,4584.63,191.84
155.0,40.0,25.0,7.7,100.0,6.37,120.0,4776.47,4584.63,191.84
156.0,40.0,25.0,7.7,100.0,6.37,120.0,4776.47,4584.63,191.84
157.0,40.0,25.0,7.7,100.0,6.37,120.0,4776.47,4584.63,191.84
158.0,40.0,25.0,7.7,100.0,6.37,120.0,4776.47,4584.63,191.84
159.0,40.0,25.0,7.7,100.0,6.37,120.0,4776.47,4584.63,191.84
160.0,40.0,25.0,7.7,100.0,6.37,120.0,4776.47,4584.63,191.84
161.0,40.0,25.0,7.7,100.0,6.37,120.0,4776.47,4584.63,191.84
162.0,40.0,25.0,7.7,100.0,6.37,120.0,4776.47,4584.63,191.84
163.0,40.0,25.0,7.7,100.0,6.37,120.0,4776.47,4584.63,191.84
164.0,40.0,25.0,7.7,100.0,6.37,120.0,4776.47,4584.63,191.84
165.0,40.0,25.0,7.7,100.0,6.37,120.0,4776.47,4584.63,191.84
166.0,40.0,25.0,7.7,100.0,6.37,120.0,4776.47,4584.63,191.84
167.0,40.0,25.0,7.7,100.0,6.37,120.0,4776.47,4584.63,191.84
168.0,40.0,25.0,7.7,100.0,6.37,120.0,4776.47,4584.63,191.84
169.0,40.0,25.0,7.7,100.0,6.37,120.0,4776.47,4584.63,191.84
170.0,40.0,25.0,7.7,100.0,6.37,120.0,4776.47,4584.63,191.84
171.0,40.0,25.0,7.7,100.0,6.37,120.0,4776.47,4584.63,191.84
172.0,40.0,25.0,7.7,100.0,6.37,120.0,4776.47,4584.63,191.84
173.0,40.0,25.0,7.7,100.0,6.37,120.0,4776.47,4584.63,191.84
174.0,40.0,25.0,7.7,100.0,6.37,120.0,4776.47,4584.63,191.84
175.0,40.0,25.0,7.7,100.0,6.37,120.0,4776.47,4584.63,191.84
176.0,40.0,25.0,7.7,100.0,6.37,120.0,4776.47,4584.63,191.84
177.0,40.0,25.0,7.7,100.0,6.37,120.0,4776.47,4584.63,191.84
178.0,40.0,25.0,7.7,100.0,6.37,120.0,4776.47,4584.63,191.84
179.0,40.0,25.0,7.7,100.0,6.37,120.0,4776.47,4584.63,191.84
180.0,40.0,25.0,7.7,100.0,6.37,120.0,4776.47,4584.63,191.84
181.0,40.0,25.0,7.7,100.0,6.37,120.0,4776.47,4584.63,191.84
182.0,40.0,25.0,7.7,100.0,6.37,120.0,4776.47,4584.63,191.84
183.0,40.0,25.0,7.7,100.0,6.37,120.0,4776.47,4584.63,191.84
184.0,40.0,25.0,7.7,100.0,6.37,120.0,4776.47,4584.63,191.84
185.0,40.0,25.0,7.7,100.0,6.37,120.0,4776.47,4584.63,191.84
186.0,40.0,25.0,7.7,100.0,6.37,120.0,4776.47,4584.63,191.84
187.0,40.0,25.0,7.7,100.0,6.37,120.0,4776.47,4584.63,191.84
188.0,40.0,25.0,7.7,100.0,6.37,120.0,4776.47,4584.63,191.84
189.0,40.0,25.0,7.7,100.0,6.37,120.0,4776.47,4584.63,191.84
190.0,40.0,25.0,7.7,100.0,6.37,120.0,4776.47,4584.63,191.84
191.0,40.0,25.0,7.7,100.0,6.37,120.0,4776.47,4584.63,191.84
192.0,40.0,25.0,7.7,100.0,6.37,120.0,4776.47,4584.63,191.84
193.0,40.0,25.0,7.7,100.0,6.37,120.0,4776.47,4584.63,191.84
194.0,40.0,25.0,7.7,100.0,6.37,120.0,4776.47,4584.63,191.84
195.0,40.0,25.0,7.7,100.0,6.37,120.0,4776.47,4584.63,191.84
196.0,40.0,25.0,7.7,100.0,6.37,120.0,4776.47,4584.63,191.84
197.0,40.0,25.0,7.7,100.0,6.37,120.0,4776.47,4584.63,191.84
198.0,40.0,25.0,7.7,100.0,6.37,120.0,4776.47,4584.63,191.84
199.0,40.0,25.0,7.7,100.0,6.37,120.0,4776.47,4584.63,191.84
200.0,40.0,25.0,7.7,100.0,6.37,120.0,4776.47,4584.63,191.84
201.0,40.0,25.0,7.7,100.0,6.37,120.0,4776.47,4584.63,191.84
202.0,40.0,25.0,7.7,100.0,6.37,120.0,4776.47,4584.63,191.84
203.0,40.0,25.0,7.7,100.0,6.37,120.0,4776.47,4584.63,191.84
204.0,40.0,25.0,7.7,100.0,6.37,120.0,4776.47,4584.63,191.84
205.0,40.0,25.0,7.7,100.0,6.37,120.0,4776.47,4584.63,191.84
206.0,40.0,25.0,7.7,100.0,6.37,120.0,4776.47,4584.63,191.84
207.0,40.0,25.0,7.7,100.0,6.37,120.0,4776.47,4584.63,191.84
208.0,40.0,25.0,7.7,100.0,6.37,120.0,4776.47,4584.63,191.84
209.0,40.0,25.0,7.7,100.0,6.37,120.0,4776.47,4584.63,191.84
210.0,40.0,25.0,7.7,100.0,6.37,120.0,4776.47,4584.63,191.84
211.0,40.0,25.0,7.7,100.0,6.37,120.0,4776.47,4584.63,191.84
212.0,40.0,25.0,7.7,100.0,6.37,120.0,4776.47,4584.63,191.84
213.0,40.0,25.0,7.7,100.0,6.37,120.0,4776.47,4584.63,191.84
214.0,40.0,25.0,7.7,100.0,6.37,120.0,4776.47,4584.63,191.84
215.0,40.0,25.0,7.7,100.0,6.37,120.0,4776.47,4584.63,191.84
216.0,40.0,25.0,7.7,100.0,6.37,120.0,4776.47,4584.63,191.84
217.0,40.0,25.0,7.7,100.0,6.37,120.0,4776.47,4584.63,191.84
218.0,40.0,25.0,7.7,100.0,6.37,120.0,4776.47,4584.63,191.84
219.0,40.0,25.0,7.7,100.0,6.37,120.0,4776.47,4584.63,191.84
220.0,40.0,25.0,7.7,100.0,6.37,120.0,4776.47,4584.63,191.84
221.0,40.0,25.0,7.7,100.0,6.37,120.0,4776.47,4584.63,191.84
222.0,40.0,25.0,7.7,100.0,6.37,120.0,4776.47,4584.63,191.84
223.0,40.0,25.0,7.7,100.0,6.37,120.0,4776.47,4584.63,191.84
224.0,40.0,25.0,7.7,100.0,6.37,120.0,4776.47,4584.63,191.84
225.0,40.0,25.0,7.7,100.0,6.37,120.0,4776.47,4584.63,191.84
226.0,40.0,25.0,7.7,100.0,6.37,120.0,4776.47,4584.63,191.84
227.0,40.0,25.0,7.7,100.0,6.37,120.0,4776.47,4584.63,191.84
228.0,40.0,25.0,7.7,100.0,6.37,120.0,4776.47,4584.63,191.84
229.0,40.0,25.0,7.7,100.0,6.37,120.0,4776.47,4584.63,191.84
230.0,40.0,25.0,7.7,100.0,6.37,120.0,4776.47,4584.63,191.84
231.0,40.0,25.0,7.7,100.0,6.37,120.0,4776.47,4584.63,191.84
232.0,40.0,25.0,7.7,100.0,6.37,120.0,4776.47,4584.63,191.84
233.0,40.0,25.0,7.7,100.0,6.37,120.0,4776.47,4584.63,191.84
234.0,40.0,25.0,7.7,100.0,6.37,120.0,4776.47,4584.63,191.84
235.0,40.0,25.0,7.7,100.0,6.37,120.0,4776.47,4584.63,191.84
236.0,40.0,25.0,7.7,100.0,6.37,120.0,4776.47,4584.63,191.84
237.0,40.0,25.0,7.7,100.0,6.37,120.0,4776.47,4584.63,191.84
238.0,40.0,25.0,7.7,100.0,6.37,120.0,4776.47,4584.63,191.84
239.0,40.0,25.0,7.7,100.0,6.37,120.0,4776.47,4584.63,191.84
240.0,65.0,24.6,7.7,99.97,6.37,120.0,7627.99,7333.23,294.75
241.0,65.0,24.28,7.68,99.88,6.35,119.97,7641.43,7327.61,313.82
242.0,65.0,24.03,7.67,99.77,6.33,119.93,7652.42,7324.0,328.42
243.0,65.0,23.83,7.66,99.64,6.32,119.87,7661.23,7323.4,337.83
244.0,65.0,23.69,7.66,99.52,6.31,119.8,7668.15,7327.01,341.14
245.0,65.0,23.58,7.66,99.41,6.3,119.72,7673.41,7334.72,338.69
246.0,65.0,23.51,7.67,99.33,6.3,119.65,7677.24,7346.44,330.8
247.0,65.0,23.47,7.69,99.29,6.31,119.59,7679.85,7360.98,318.87
248.0,65.0,23.45,7.7,99.27,6.32,119.55,7681.41,7376.81,304.6
249.0,65.0,23.91,7.72,99.33,6.34,119.52,7663.63,7375.73,287.91
250.0,65.0,24.28,7.73,99.43,6.36,119.53,7648.27,7374.82,273.45
251.0,65.0,24.6,7.74,99.55,6.38,119.55,7635.1,7371.84,263.26
252.0,65.0,24.86,7.74,99.68,6.39,119.6,7623.89,7365.88,258.01
253.0,65.0,25.07,7.74,99.8,6.4,119.66,7614.43,7356.0,258.44
254.0,65.0,25.24,7.73,99.9,6.41,119.73,7606.54,7342.34,264.19
255.0,65.0,25.37,7.71,99.96,6.41,119.79,7600.01,7325.4,274.61
256.0,65.0,25.48,7.7,100.0,6.41,119.85,7594.7,7306.71,287.99
257.0,65.0,25.56,7.68,100.01,6.4,119.89,7590.45,7286.86,303.59
258.0,65.0,25.62,7.66,99.98,6.39,119.92,7587.11,7267.15,319.96
259.0,65.0,25.66,7.64,99.94,6.38,119.93,7584.57,7249.03,335.54
260.0,65.0,25.69,7.62,99.87,6.36,119.93,7582.71,7233.04,349.68
261.0,65.0,25.71,7.61,99.8,6.35,119.9,7581.44,7220.25,361.18
262.0,65.0,25.71,7.6,99.72,6.34,119.87,7580.66,7211.08,369.58
263.0,65.0,25.71,7.59,99.65,6.33,119.83,7580.3,7205.71,374.59
264.0,65.0,25.7,7.59,99.58,6.32,119.78,7580.29,7203.82,376.47
265.0,65.0,25.69,7.59,99.53,6.32,119.73,7580.57,7205.49,375.07
266.0,65.0,25.67,7.59,99.49,6.32,119.69,7581.08,7209.93,371.15
267.0,65.0,25.65,7.6,99.46,6.32,119.65,7581.78,7216.5,365.28
268.0,65.0,25.62,7.61,99.44,6.33,119.62,7582.63,7224.82,357.81
269.0,65.0,25.6,7.61,99.44,6.34,119.6,7583.6,7234.3,349.3
270.0,65.0,25.57,7.62,99.45,6.36,119.59,7584.66,7244.02,340.63
271.0,65.0,25.54,7.63,99.47,6.37,119.59,7585.77,7253.45,332.32
272.0,65.0,25.51,7.64,99.49,6.38,119.61,7586.93,7262.04,324.88
273.0,65.0,25.49,7.64,99.52,6.39,119.62,7588.1,7269.44,318.66
274.0,65.0,25.46,7.64,99.55,6.4,119.65,7589.29,7275.52,313.77
275.0,65.0,25.43,7.65,99.57,6.41,119.68,7590.47,7279.9,310.57
276.0,65.0,25.41,7.65,99.59,6.42,119.7,7591.63,7282.99,308.65
277.0,65.0,25.38,7.65,99.6,6.42,119.73,7592.77,7284.98,307.79
278.0,65.0,25.36,7.65,99.61,6.42,119.76,7593.89,7286.06,307.83
279.0,65.0,25.34,7.65,99.62,6.42,119.78,7594.96,7286.21,308.75
280.0,65.0,25.31,7.65,99.62,6.42,119.79,7596.0,7285.64,310.37
281.0,65.0,25.29,7.65,99.62,6.42,119.8,7597.0,7284.89,312.11
282.0,65.0,25.27,7.65,99.61,6.41,119.81,7597.95,7283.96,313.99
283.0,65.0,25.25,7.65,99.6,6.41,119.81,7598.86,7283.19,315.67
284.0,65.0,25.24,7.65,99.6,6.4,119.81,7599.73,7282.76,316.97
285.0,65.0,25.22,7.65,99.59,6.4,119.81,7600.55,7282.3,318.25
286.0,65.0,25.2,7.65,99.58,6.39,119.8,7601.33,7282.16,319.16
287.0,65.0,25.19,7.65,99.58,6.39,119.79,7602.06,7282.53,319.52
288.0,65.0,25.17,7.65,99.57,6.38,119.78,7602.75,7283.05,319.7
289.0,65.0,25.16,7.65,99.57,6.38,119.77,7603.4,7284.06,319.33
290.0,65.0,25.15,7.65,99.57,6.38,119.76,7604.01,7285.22,318.79
291.0,65.0,25.14,7.65,99.57,6.38,119.76,7604.58,7286.52,318.06
292.0,65.0,25.13,7.65,99.58,6.38,119.75,7605.11,7287.76,317.35
293.0,65.0,25.12,7.65,99.58,6.38,119.75,7605.61,7288.8,316.8
294.0,65.0,25.11,7.66,99.58,6.38,119.74,7606.07,7289.82,316.26
295.0,65.0,25.1,7.66,99.58,6.38,119.74,7606.51,7291.0,315.51
296.0,65.0,25.09,7.66,99.59,6.38,119.74,7606.91,7292.15,314.76
297.0,65.0,25.08,7.66,99.59,6.38,119.74,7607.29,7292.92,314.37
298.0,65.0,25.08,7.66,99.6,6.38,119.74,7607.64,7293.68,313.96
299.0,65.0,25.07,7.66,99.6,6.38,119.74,7607.96,7294.07,313.89
300.0,65.0,25.07,7.66,99.6,6.38,119.74,7608.26,7294.45,313.81
301.0,65.0,25.06,7.66,99.6,6.38,119.74,7608.54,7294.84,313.7
302.0,65.0,25.06,7.66,99.6,6.39,119.75,7608.8,7295.21,313.58
303.0,65.0,25.05,7.66,99.6,6.39,119.75,7609.03,7295.38,313.65
304.0,65.0,25.05,7.66,99.6,6.39,119.75,7609.25,7295.55,313.71
305.0,65.0,25.04,7.66,99.6,6.39,119.75,7609.46,7295.7,313.75
306.0,65.0,25.04,7.66,99.6,6.39,119.75,7609.65,7295.85,313.79
307.0,65.0,25.04,7.66,99.59,6.39,119.75,7609.82,7295.99,313.83
308.0,65.0,25.03,7.66,99.59,6.39,119.75,7609.98,7296.48,313.5
309.0,65.0,25.03,7.66,99.59,6.39,119.75,7610.13,7296.95,313.18
310.0,65.0,25.03,7.66,99.6,6.39,119.75,7610.26,7297.4,312.87
311.0,65.0,25.03,7.66,99.6,6.39,119.75,7610.39,7297.47,312.91
312.0,65.0,25.02,7.66,99.6,6.39,119.75,7610.5,7297.55,312.96
313.0,65.0,25.02,7.66,99.6,6.39,119.75,7610.61,7297.62,312.99
314.0,65.0,25.02,7.66,99.6,6.39,119.75,7610.7,7297.69,313.02
315.0,65.0,25.02,7.66,99.6,6.39,119.75,7610.79,7297.75,313.04
316.0,65.0,24.62,7.66,99.56,6.39,119.75,7627.11,7312.87,314.24
317.0,65.0,24.29,7.66,99.51,6.39,119.74,7640.64,7326.95,313.69
318.0,65.0,24.04,7.67,99.45,6.39,119.72,7651.7,7340.75,310.95
319.0,65.0,23.85,7.67,99.39,6.39,119.7,7660.58,7355.04,305.54
320.0,65.0,23.7,7.68,99.35,6.39,119.69,7667.56,7369.98,297.58
321.0,65.0,23.59,7.7,99.33,6.4,119.67,7672.88,7384.82,288.07
322.0,65.0,23.52,7.71,99.33,6.4,119.66,7676.77,7399.21,277.56
323.0,65.0,23.48,7.72,99.34,6.41,119.66,7679.42,7412.42,266.99
324.0,65.0,23.46,7.74,99.38,6.42,119.66,7681.02,7424.1,256.92
325.0,65.0,23.46,7.75,99.42,6.43,119.68,7681.73,7433.33,248.4
326.0,65.0,23.47,7.76,99.48,6.43,119.7,7681.7,7439.94,241.77
327.0,65.0,23.5,7.76,99.53,6.44,119.73,7681.06,7443.37,237.68
328.0,65.0,23.54,7.77,99.59,6.44,119.76,7679.9,7443.98,235.92
329.0,65.0,23.58,7.77,99.64,6.44,119.79,7678.33,7441.54,236.79
330.0,65.0,23.63,7.77,99.69,6.43,119.82,7676.44,7436.56,239.88
331.0,65.0,23.69,7.76,99.72,6.43,119.85,7674.3,7429.15,245.15
